program_id,program_title,current_state,proposed_status,action,proposed_db_actions,evidence,notes,blockers
5330ADCERT,Cardiac Sciences (Cardiac Rhythm Device Technology Option),"{""delivery_facts"":{""authoritative_raw"":""This unique, distance education/guided-learning program combines theory and clinical experience in hospitals and pacemaker clinics. The program emphasizes theoretical and clinical application of electrophysiology, cardiac pathology, cardiac pharmacology, and cardiac physiology. In addition to the theoretical basis in the courses, the clinical practicum offers the opportunity to practice the fundamentals required to perform the following: pacemaker/lead analysis on implant cardiac device assessment and programming Program length Courses within this program must be completed part-time as the courses have prerequisite completion requirements. Note: Registration in individual theory courses is available for professional education or to meet employer requirements. However, completion of the theory courses does not indicate program admission. To complete the practicum and be awarded a credential, you must apply and be accepted to the program. Grading A passing grade of 60% is required for all theory courses. Clinical courses are graded as Satisfactory or Unsatisfactory determined though a comprehensive clinical skills checklist. Additional program options Cardiac Sciences - Cardiovascular Technology Option Cardiac Sciences - Electrophysiology Technology Option Program delivery Online: This program is delivered fully online. This is a distance education/guided learning program with Learning Hub support . Note: Registration in individual theory courses is available for professional education or to meet employer requirements. However, completion of the theory courses does not indicate program admission. To complete the practicum and be awarded a credential, you must apply and be accepted to the program. Program location Courses are offered through distance and online learning . Program structure The program is comprised of four theory courses followed by one clinical course. Credits 1. Theory Courses 14.0 2. Clinical Courses 25.0 Total 39.0 Theory Courses Courses are offered in succession and have prerequisite requirements before continuing to the next theory course. Since enrolment in some courses may be limited, it is recommended that you register at least one month prior to the start of the term as not all courses are offered each term. Clinical Practicum The practicum must be supervised by a physician and associated professional (AP) mentor with proven experience and competence in the area of cardiac device follow-up and implantation. The clinical practicum will be a minimum of 4.5 - 6 months (625 - 900 hours) of fulltime supervised instruction. During the training, the trainee should perform (hands-on) patient assessments and device programming, including measurement and interpretation on a minimum of 60 patients per month observed and reviewed by the supervising physician or designated AP. Tertiary Care centre must provide: 625 hrs and up to 900 if required supervised hands-on training Minimum 60 patients per month observed and reviewed by the physician or designated AP Lead analysis and monitoring at the time of implant of a minimum of 15 patients Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5330ADCERT"",""source_url"":""https://www.bcit.ca/programs/cardiac-sciences-cardiac-rhythm-device-technology-option-advanced-certificate-part-time-5330adcert/"",""terms_per_year"":null,""total_credits"":""39.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5365ACERT,Digital Media Foundations,"{""delivery_facts"":{""authoritative_raw"":""The Digital Media Foundations program introduces students to the concept of digital content and the fundamentals behind the design and creation of digital assets and graphics. Students learn about content management systems, asset optimization, and launching a website. By the end of this program, students will be able to create a basic Content Management System website with proper layout design and optimized assets, while following the rules and guidelines related to user interfaces and user interactions. Graduates of Digital Media Foundations associate certificate will be able to: Discuss the importance of fundamental design principles for web and mobile applications (screen size, colour, typography, and responsiveness). Develop digital projects for web and mobile interfaces by applying basic design principles. Design layouts and create visual assets for a collaborative web or mobile project. Recognize the differences between good and bad interactive design. Design an interface that provides simple, direct feedback. Import, edit and optimize images for web. Produce vector graphics using different drawing modes, including draw inside and draw behind modes. Create fully controllable variable-width strokes, arrowheads, dashes and art brush scaling along a path. Apply the principles of design in cross-platform applications. Assess website messaging so that it meets the client’s needs. Apply the principles of design within a CMS platform to create a website. Apply team-building strategies and leadership. Collaborate with team members on developing digital assets and web design. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5365ACERT"",""source_url"":""https://www.bcit.ca/programs/digital-media-foundations-associate-certificate-part-time-5365acert/"",""terms_per_year"":null,""total_credits"":""17.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5430ACERT,Civil Technology,"{""delivery_facts"":{""authoritative_raw"":""Program delivery Blended: This program is delivered partly on campus and partly online. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Distance and online learning Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5430ACERT"",""source_url"":""https://www.bcit.ca/programs/civil-technology-associate-certificate-part-time-5430acert/"",""terms_per_year"":null,""total_credits"":""30.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5430CERT,Civil Technology,"{""delivery_facts"":{""authoritative_raw"":""Program delivery Blended: This program is delivered partly on campus and partly online. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Distance and online learning Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5430CERT"",""source_url"":""https://www.bcit.ca/programs/civil-technology-certificate-part-time-5430cert/"",""terms_per_year"":null,""total_credits"":""60.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5515ACERT,Applied Network Administration and Design,"{""delivery_facts"":{""authoritative_raw"":""ANAD is course by course registration and was not designed for students on limited timelines. Due to prerequisites and scheduling, this program could take 5-6 terms to complete, depending on the term started and elective chosen. Due to prerequisites and scheduling it is typically not possible to complete this part-time program in less than 4 terms, at night and on weekends. Note: Flexible Learning was not designed for full-time delivery or for those on funding timelines. Registration is course by course, each course has specific prerequisites, and some courses are only offered once per year. COMP 2629 – Enterprise Networking Fundamentals is only offered once a year in April or September and requires COMP 1002. COMP 2767 – Linux Administration is under review and not currently offered. COMP 4704 – Applied Network Security is under review and not currently offered. COMP 4912 – Applied Virtual Networks is only offered once per year in January, and is typically the last course in the program for most students. After a foundation of data communication and network theory, hands-on labs are used to set up, install and administer network servers. Students learn how to implement administrative policies, security measures and develop plans for disaster recovery. Introduction to Linux and MS Windows Server Administration are required courses. The ANAD program is currently 23 credits and must be completed within a 5 year period. Some core and elective courses are also in the Flexible Learning Computer Systems Diploma. Industry certification Students are taught many of the topics covered in the CompTIA Net+, Linux LPI, Microsoft Server MCP, and CompTIA Security+ exams, which are available through third parties for additional fees*. Please note that the focus of these related COMP courses is to gain hands-on experience. Electives Elective courses provide options to understand multiple technologies, *Industry exams are independent of BCIT credentials. These exams may be purchased for additional costs, from various third parties. Students will also require additional preparation and studying in order to pass these industry certification exams. Computer hardware and Internet requirements Students must provide a current model PC desktop or laptop with a webcam, microphone and have high-speed internet access. COMP courses may use two-way audio and video as well as group work outside of class. WARNING: Using your only or work-related PC is not a good idea as systems and data could be erased. Multiple computers are required as operating systems are installed and configurations are changed. Please have additional computers to use for installing operating systems and changing configurations during this program. BCIT curriculum may be modified in accordance with market trends in the industry. Grading Students will receive a grade for each course based on the listed competencies. In most cases, each course carries a mark for individual work. Several courses require team work as well as an individual test. Assignments and exams will be used in the evaluation of students. Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5515ACERT"",""source_url"":""https://www.bcit.ca/programs/applied-network-administration-and-design-associate-certificate-part-time-5515acert/"",""terms_per_year"":null,""total_credits"":""22.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5530ACERT,Agile Development,"{""delivery_facts"":{""authoritative_raw"":""This program starts with COMP 1630 in order to introduce students to data modelling, group work and IT systems. After completing the core courses in Relational Database Design with SQL, plus Business Analysis and Systems Design, students may then complete the Agile courses in sequence. Due to prerequisites and scheduling, it is not possible to fast track this credential in less than one year. Each course in this series has prerequisites. Students are not permitted to register in COMP 2831 or COMP 2833 or COMP 2836 concurrently. These courses build on top of each other sequentially. COMP 2831 must be completed prior to COMP 2833. COMP 2833 must be completed prior to COMP 2836. COMP 2836 is the last course in the program after all other courses have been completed. COMP 2833 students receive significant preparation to challenge Professional Scrum Master, PSM Certification from Scrum.org for an additional fee. The foundations of this program include group work, the communication of technical system specifications in writing, and oral presentations in a team environment. Attendance, group work, and participation in the online components are mandatory. Computer hardware and Internet requirements Students must provide a current model PC desktop or laptop with a webcam, microphone and have high-speed internet access. COMP courses may use two-way audio and video as well as group work outside of class. Participants must be computer literate in order to participate and complete each course. COMP Flexible Learning evening and weekend courses may not be offered every term. Please email; cstflex@bcit.ca for schedule planning or if you have any general questions. Program length The time limit to complete the Associate Certificate in Agile Development is three years. Grading Students will be given a grade for each course based on the listed competencies. In some cases each course carries a mark for individual work; most courses require teamwork, as well as an individual test. The passing grade for each course in this program is 60%. Assignments, exams and presentations will be used in the evaluation of students. All assignments must be completed and submitted in order to pass each course. Program delivery Blended: This program is delivered partly on campus and partly online. Online: This program is delivered fully online. Program location Most COMP courses are offered at the Burnaby and Downtown Campuses. The Agile specific courses, COMP 2833 and 2836, are typically scheduled only at the Downtown Campus. Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Online Learning Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5530ACERT"",""source_url"":""https://www.bcit.ca/programs/agile-development-associate-certificate-part-time-5530acert/"",""terms_per_year"":null,""total_credits"":""18.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5570ACERT,Computer Aided Design (CAD) Technology,"{""delivery_facts"":{""authoritative_raw"":""Program length Program completion time depends on course availability and the student’s planned schedule of courses. For example, students taking 6.0 credits (2 courses) per term can complete the program in four terms (approximately 16 months). Program delivery The courses in this program are available online and/or in-person. Your education is our priority. No matter how you choose to learn, we will deliver the applied instruction, collaborative experience, and industry connections you expect from BCIT. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Some courses are also offered at the Downtown Campus: Downtown Campus 555 Seymour Street Vancouver, BC Distance and online learning Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5570ACERT"",""source_url"":""https://www.bcit.ca/programs/computer-aided-design-cad-technology-associate-certificate-part-time-5570acert/"",""terms_per_year"":null,""total_credits"":""18.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5670ADVDIP,Clinical Genetics Technology,"{""delivery_facts"":{""authoritative_raw"":""Clinical genetics technology involves detailed analysis of the human genome by four distinct technologies: chromosome analysis of banded metaphase chromosomes; fluorescence in situ hybridization (FISH) for interphase cells/metaphase chromosomes; chromosome microarray for high-resolution analysis of chromosome/DNA fragment copy number variants and single nucleotide exchanges; and molecular diagnostic techniques for analysis of DNA fragment/single nucleotide genetic and genomic mutations. All four technologies can be used on a wide variety of human tissues. Chromosomes are the packaged form of the human genome and are visible under the microscope. Modern clinical cytogenetics was established in the early 1970s with the use of banding techniques that allowed for the identification of individual chromosomes. Any change in the structure or number of chromosomes present may have a deleterious effect on the individual. FISH techniques allow for a more rapid examination of suspected chromosome abnormalities in living, fixed, and frozen specimens. More recently, diagnostic molecular technology has given physicians and scientists additional tools to look further into the human genome to detect genetic diseases. Diagnosis of single-gene defects associated with diseases such as cystic fibrosis, Duchenne muscular dystrophy and the fragile X syndrome is now routine. The investigation of various cancers also use chromosome analysis, FISH, microarrays, and molecular technology to determine the status of abnormal clones before and after treatment. The program The training program spans 13.5 months and consists of three terms. The first two terms are didactic (instructional), 15 and 10 weeks in length respectively, and involve lectures and laboratory study at BCIT. The third term is a 30-week practicum which begins with a four-week Clinical Readiness session on campus followed by a twenty-six-week experience at one or more of the clinical sites affiliated with BCIT. The time spent in the practicum is divided into cytogenetics/FISH/microarray and molecular technologies. After successful completion of each of the three terms, graduates are eligible to write the Certification Examination of the Canadian Alliance of Medical Laboratory Professionals Regulators (CAMLPR), which leads to the qualification of Registered Medical Laboratory Technologist for the Cytogenetics and Molecular Diagnostics fields of practice, the nationally recognized qualification for employment in the field. Clinical site partners: Provincial Health Services Authority: BC Cancer Agency – Vancouver Vancouver BC Children’s and Women’s Hospital – Vancouver Vancouver Coastal Health Authority: Vancouver General Hospital Fraser Health Authority: Royal Columbian Hospital – New Westminster Lifelabs BC, Surrey Alberta Precision Laboratories (APL), Genetics & Genomics – North (Edmonton) Alberta Precision Laboratories (APL), Genetics & Genomics – South (Calgary) Saskatchewan Health Authority: Royal University Hospital – Saskatoon Winnipeg Regional Health Authority: Diagnostic Services of Manitoba Note: Due to space limitations, some of the practicum assignments are outside the Lower Mainland. These assignments will be made at random and must be accepted by the applicant to be admitted into the program. Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate accreditation (AC) through their EQUAL Canada program . Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5670ADVDIP"",""source_url"":""https://www.bcit.ca/programs/clinical-genetics-technology-advanced-diploma-full-time-5670advdip/"",""terms_per_year"":null,""total_credits"":""91.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5755ACERT,Occupational Health and Safety Practitioners,"{""delivery_facts"":{""authoritative_raw"":""This new 15-credit Associate Certificate program will allow graduates of the BCIT OHS Certificate program to meet the new 60 credit CRSP educational requirement. This educational pathway has been approved by the BCRSP. To complete this credential you will need to complete: 8 credits from courses in the elective course list of the existing certificate program that you did not use towards the OHS Certificate BUSA 1005 and BUSA 2005 from BCIT’s School of Business + Media. Business courses were included in this credential to cover the expanded business and systems management competencies in the current CRSP certification exam. Program length The maximum time to complete this program is seven years. Grading The required passing grades are: Occupational Health & Safety courses: 60% Business courses: 50% Program delivery Online: This program is delivered fully online. Program location Courses are offered through online learning . Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5755ACERT"",""source_url"":""https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/"",""terms_per_year"":null,""total_credits"":""15.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
576ADIPMA,Diagnostic Medical Sonography (General Sonography Option),"{""delivery_facts"":{""authoritative_raw"":""The program The General Option of the diploma program is 22 months in length. The first year of the program includes theory, labs and clinical training in general sonography (abdomen, superficial structures, pelvis, pregnant female pelvis, carotid arteries, and peripheral veins) as well as cardiac sonography (heart). While on campus, students will scan each other’s hearts (chest area), abdomens, arms, legs, and necks. All students should be prepared to be patients for these types of exams. Care is always made to keep all sensitive areas covered at all times. Students will specialize in general sonography starting in their second term. The sonographic specialties are supported by instruction in physical principles and instrumentation, patient care, communication, human behaviour, and research principles. Graduates of the general sonography program should be prepared to scan all body parts, including endo-vaginal, endo-rectal, and breast exams. Students will have the opportunity to attain all of the required skills in the Sonography Canada National Competency Profile (NCP) for the Generalist Sonographer. Students will complete the Sonography Canada Canadian Clinical Skills Assessment (CCSA) for the Generalist Sonographer during the program. Students are advised that travel to clinical placements at their own expense is required. Students are asked to identify site preferences, but it may not be possible to accommodate all requests. All students will be assigned to at least one placement site outside of the lower mainland (Vancouver Island, northern or interior BC). Some lower mainland students may be required to attend placements that are lengthy commutes from their homes, or difficult to access by bus, yet still considered a local placement. It may be possible for applicants with permanent residences outside of the lower mainland to access some clinical placements in their home area. Students are expected to have access to a computer with a high-speed internet connection and a printer, and to be proficient in the use of the Windows operating system and Microsoft Office (Word, PowerPoint, Excel). Program length 22 months, full-time. Students start in September and graduate at the end of June. Grading All didactic courses require a mark of 65 percent to pass. Lab and clinical courses require satisfactory completion of all competencies. Additional program options Cardiac Sonography Option General and Cardiac Sonography Option Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate Accreditation Canada (EQual) . Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""576ADIPMA"",""source_url"":""https://www.bcit.ca/programs/diagnostic-medical-sonography-general-sonography-option-diploma-full-time-576adipma/"",""terms_per_year"":null,""total_credits"":""113.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
576BDIPMA,Diagnostic Medical Sonography (Cardiac Sonography Option),"{""delivery_facts"":{""authoritative_raw"":""The program The Cardiac Option of the diploma is 22 months in length. The first year of the program includes theory, labs and clinical training in cardiac sonography (heart) as well as general sonography (abdomen, superficial structures, pelvis, pregnant female pelvis, carotid arteries, and peripheral veins). Students will specialize in cardiac sonography starting in their second year. The sonographic specialties are supported by instruction in physical principles and instrumentation, patient care, communication, human behaviour, and research principles. Students will have the opportunity to attain all of the required skills in the Sonography Canada National Competency Profile (NCP) for the Cardiac Sonographer. Students will complete the Sonography Canada Canadian Clinical Skills Assessment (CCSA) for the Cardiac Sonographer during the program. Students are advised that travel to clinical placements at their own expense is required. Students are asked to identify site preferences, but it may not be possible to accommodate all requests. All students will be assigned to at least one placement site outside of the lower mainland (Vancouver Island, northern or interior BC). Some lower mainland students may be required to attend placements that are lengthy commutes from their homes, or difficult to access by bus, yet still considered a local placement. It may be possible for applicants with permanent residences outside of the lower mainland to access some clinical placements in their home area. Students are expected to have access to a computer with a high-speed internet connection and a printer, and to be proficient in the use of the Windows operating system and Microsoft Office (Word, PowerPoint, Excel). Program length 22 months, full-time. Students start in September and graduate at the end of June. Grading All didactic courses require a mark of 65 percent to pass. Lab and clinical courses require satisfactory completion of all competencies. Additional program options General Sonography Option General and Cardiac Sonography Option Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate Accreditation Canada (EQual) . Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""576BDIPMA"",""source_url"":""https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-sonography-option-diploma-full-time-576bdipma/"",""terms_per_year"":null,""total_credits"":""110.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
576CDIPMA,Diagnostic Medical Sonography (General and Cardiac Sonography Option),"{""delivery_facts"":{""authoritative_raw"":""The program The Dual Option of the diploma program is 27 months in length. The program includes theory, labs and clinical training in general sonography (abdomen, superficial structures, pelvis, pregnant female pelvis, carotid arteries, and peripheral veins) as well as cardiac sonography (heart). While on campus, students will scan each other’s hearts (chest area), abdomens, arms, legs, and necks. All students should be prepared to be patients for these types of exams. Care is always made to keep all sensitive areas covered at all times. In their second year, students will continue studies and undertake clinical placements in both general and cardiac sonography. The sonographic specialties are supported by instruction in physical principles and instrumentation, patient care, communication, human behaviour, and research principles. Graduates of the sonography program should be prepared to scan all body parts, including endo-vaginal, endo-rectal, trans-esophageal, and breast exams. Students will have the opportunity to attain all of the required skills in the Sonography Canada National Competency Profile (NCP) for the Generalist Sonographer and Cardiac Sonographer. Students will complete the Sonography Canada Canadian Clinical Skills Assessment (CCSA) for the Generalist Sonographer and Cardiac Sonographer during the program. Students are advised that travel to clinical placements at their own expense is required. Students are asked to identify site preferences, but it may not be possible to accommodate all requests. All students will be assigned to at least one placement site outside of the lower mainland (Vancouver Island, northern or interior BC). Some lower mainland students may be required to attend placements that are lengthy commutes from their homes, or difficult to access by bus, yet still considered a local placement. It may be possible for applicants with permanent residences outside of the lower mainland to access some clinical placements in their home area. Students are expected to have access to a computer with a high-speed internet connection and a printer, and to be proficient in the use of the Windows operating system and Microsoft Office (Word, PowerPoint, Excel). Program length Two years (27 months), full-time. Students start in September and graduate at the end of November. Grading All didactic courses require a mark of 65 percent to pass. Lab and clinical courses require satisfactory completion of all competencies. Additional program options Cardiac Sonography Option General Sonography Option Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate Accreditation Canada (EQual) . Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""576CDIPMA"",""source_url"":""https://www.bcit.ca/programs/diagnostic-medical-sonography-general-and-cardiac-sonography-option-diploma-full-time-576cdipma/"",""terms_per_year"":null,""total_credits"":""145.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
5810DIPMA,Electroneurophysiology,"{""delivery_facts"":{""authoritative_raw"":""Modern hospitals and health care clinics require the services of trained technologists to operate sophisticated electroneuro-diagnostic (END) testing equipment. Electrodiagnostics test the integrity of the peripheral and central nervous system. BCIT’s full-time diploma program in Electroneurophysiology includes extensive clinical experience to ensure students develop the practical, hands-on skills to work in diagnostic neurophysiology departments. The program The program provides a combination of lab and lecture instruction at BCIT and clinical experience in the diagnostic neurophysiology departments of major hospitals. Note: Half of all clinical practicums will occur outside of the Lower Mainland. The program draws from a variety of subject areas: Basic physics principles and their application to Electroneurophysiology Technology are explained. Engineering provides the context for discussing electronics, electrical signals, and electrical safety. Basic health sciences inform about human physiology and the biological signals to be measured. Social sciences prepare you for interpersonal relationships within the clinical environment. Extensive clinical experience helps you develop necessary practical skills in the work environment. In both spring and fall terms, special courses in electroneurophysiology, neuroanatomy, and neuropathology train students in the basics of biological signal measurement and clinical apparatus. The spring term (20 weeks) covers different areas of clinical experience: electroencephalography (EEG), electromyography (EMG), evoked potentials, and polysomnography. Upon completion of the two-year program, graduates receive a Diploma in Electroneurophysiology. After a period of work experience in a clinical situation, graduates are eligible to write the Technologist Registration examinations of the appropriate certifying body in their chosen fields of interest. Program length Two years, full-time. Grading All courses require a 60% mark to pass with the exception of the clinical practicum courses, ENPY 2551 and ENPY 4451 which are graded on a S/U (satisfactory/unsatisfactory) basis. Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""5810DIPMA"",""source_url"":""https://www.bcit.ca/programs/electroneurophysiology-diploma-full-time-5810dipma/"",""terms_per_year"":null,""total_credits"":""136.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
6040ACERT,Fundamentals of Water and Wastewater Operations,"{""delivery_facts"":{""authoritative_raw"":""Program length The Associate Certificate in Fundamentals of Water and Wastewater Operations is a one-year, part-time program. Students proceed through this program as a cohort. Each cohort will complete one course at a time and will be provided with their course schedule at the time of registration. Grading The passing grade for each course is 60%. Accreditation BCIT’s Associate Certificate in Fundamentals of Water and Wastewater Operations is designed to meet the educational requirement for an “Operator In Training” (following completion of 2 of 5 of the courses, or 9.0 CEU’s) and completion of the full program (22.5 CEU’s) helps prepare graduates to write the “Operator Level 1” Exam through the Environmental Operators Certification Program (EOCP) . Please be advised that there are other requirements to becoming an Operator Level 1 including one year experience at a Class 1 facility. The entry level positions you may opt to apply for during this program would count towards those Level 1 EOCP hour requirements, but will not necessarily have you undertaking operator work. For more information about EOCP certification, please visit https://eocp.ca/ . Program delivery Online: This program is delivered fully online. Program location Courses are offered through online learning . Co-operative education In addition to the five online courses in the program, students will have the opportunity to apply for cooperative education opportunities and seasonal and temporary work opportunities. The flexibility of this flexible learning (part-time studies) program will allow students to undertake an employment experience while taking courses. Employment experience will be woven into the program through an assignment, which is introduced during WATR 1030 (course 3 of 5) and completed by the last course in the program, WATR 1050 . Students not able to participate in an employment experience would undertake an alternate activity that is research-based. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6040ACERT"",""source_url"":""https://www.bcit.ca/programs/fundamentals-of-water-and-wastewater-operations-associate-certificate-part-time-6040acert/"",""terms_per_year"":null,""total_credits"":""15.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
